step,energy
452,-33.90251621715454
453,-33.90251621715454
454,-33.90251621715454
455,-33.90251621715454
456,-33.90251621715454
457,-33.90251621715454
458,-33.90251621715454
459,-33.90251621715454
460,-33.90251621715454
461,-33.90251621715454
462,-33.90251621715454
463,-33.90251621715454
464,-33.90251621715454
465,-33.90251621715454
466,-33.90251621715454
467,-33.90251621715454
468,-33.90251621715454
469,-33.90251621715454
470,-33.90251621715454
471,-33.90251621715454
472,-33.90251621715454
473,-33.90251621715454
474,-33.90251621715454
475,-33.90251621715454
476,-33.90251621715454
477,-33.90251621715454
478,-33.90251621715454
479,-33.90251621715454
480,-33.90251621715454
481,-33.90251621715454
482,-33.90251621715454
483,-33.90251621715454
484,-33.90251621715454
485,-33.90251621715454
486,-33.90251621715454
487,-33.90251621715454
488,-33.90251621715454
489,-33.90251621715454
490,-33.90251621715454
491,-33.90251621715454
492,-33.90251621715454
493,-33.90251621715454
494,-33.90251621715454
495,-33.90251621715454
496,-33.90251621715454
497,-33.90251621715454
498,-33.90251621715454
499,-33.90251621715454
500,-33.90251621715454
501,-33.90251621715454
502,-33.90251621715454
503,-33.90251621715454
504,-33.90251621715454
505,-33.90251621715454
506,-33.90251621715454
507,-33.90251621715454
508,-33.90251621715454
509,-33.90251621715454
510,-33.90251621715454
511,-33.90251621715454
512,-33.90251621715454
513,-33.90251621715454
514,-33.90251621715454
515,-33.90251621715454
516,-33.90251621715454
517,-33.90251621715454
518,-33.90251621715454
519,-33.90251621715454
520,-33.90251621715454
521,-33.90251621715454
522,-33.90251621715454
523,-33.90251621715454
524,-33.90251621715454
525,-33.90251621715454
526,-33.90251621715454
527,-33.90251621715454
528,-33.90251621715454
529,-33.90251621715454
530,-33.90251621715454
531,-33.90251621715454
532,-33.90251621715454
533,-33.90251621715454
534,-33.90251621715454
535,-33.90251621715454
536,-33.90251621715454
537,-33.90251621715454
538,-33.90251621715454
539,-33.90251621715454
540,-33.90251621715454
541,-33.90251621715454
542,-33.90251621715454
543,-33.90251621715454
544,-33.90251621715454
545,-33.90251621715454
546,-33.90251621715454
547,-33.90251621715454
548,-33.90251621715454
549,-33.90251621715454
550,-33.90251621715454
551,-33.90251621715454
552,-33.90251621715454
553,-33.90251621715454
554,-33.90251621715454
555,-33.90251621715454
556,-33.90251621715454
557,-33.90251621715454
558,-33.90251621715454
559,-33.90251621715454
560,-33.90251621715454
561,-33.90251621715454
562,-33.90251621715454
563,-33.90251621715454
564,-33.90251621715454
565,-33.90251621715454
566,-33.90251621715454
567,-33.90251621715454
568,-33.90251621715454
569,-33.90251621715454
570,-33.90251621715454
571,-33.90251621715454
572,-33.90251621715454
573,-33.90251621715454
574,-33.90251621715454
575,-33.90251621715454
576,-33.90251621715454
577,-33.90251621715454
578,-33.90251621715454
579,-33.90251621715454
580,-33.90251621715454
581,-33.90251621715454
582,-33.90251621715454
583,-33.90251621715454
584,-33.90251621715454
585,-33.90251621715454
586,-33.90251621715454
587,-33.90251621715454
588,-33.90251621715454
589,-33.90251621715454
590,-33.90251621715454
591,-33.90251621715454
592,-33.90251621715454
593,-33.90251621715454
594,-33.90251621715454
595,-33.90251621715454
596,-33.90251621715454
597,-33.90251621715454
598,-33.90251621715454
599,-33.90251621715454
600,-33.90251621715454
601,-33.90251621715454
602,-33.90251621715454
603,-33.90251621715454
604,-33.90251621715454
605,-33.90251621715454
606,-33.90251621715454
607,-33.90251621715454
608,-33.90251621715454
609,-33.90251621715454
610,-33.90251621715454
611,-33.90251621715454
612,-33.90251621715454
613,-33.90251621715454
614,-33.90251621715454
615,-33.90251621715454
616,-33.90251621715454
617,-33.90251621715454
618,-33.90251621715454
619,-33.90251621715454
620,-33.90251621715454
621,-33.90251621715454
622,-33.90251621715454
623,-33.90251621715454
624,-33.90251621715454
625,-33.90251621715454
626,-33.90251621715454
627,-33.90251621715454
628,-33.90251621715454
629,-33.90251621715454
630,-33.90251621715454
631,-33.90251621715454
632,-33.90251621715454
633,-33.90251621715454
634,-33.90251621715454
635,-33.90251621715454
636,-33.90251621715454
637,-33.90251621715454
638,-33.90251621715454
639,-33.90251621715454
640,-33.90251621715454
641,-33.90251621715454
642,-33.90251621715454
643,-33.90251621715454
644,-33.90251621715454
645,-33.90251621715454
646,-33.90251621715454
647,-33.90251621715454
648,-33.90251621715454
649,-33.90251621715454
650,-33.90251621715454
651,-33.90251621715454
652,-33.90251621715454
653,-33.90251621715454
654,-33.90251621715454
655,-33.90251621715454
656,-33.90251621715454
657,-33.90251621715454
658,-33.90251621715454
659,-33.90251621715454
660,-33.90251621715454
661,-33.90251621715454
662,-33.90251621715454
663,-33.90251621715454
664,-33.90251621715454
665,-33.90251621715454
666,-33.90251621715454
667,-33.90251621715454
668,-33.90251621715454
669,-33.90251621715454
670,-33.90251621715454
671,-33.90251621715454
672,-33.90251621715454
673,-33.90251621715454
674,-33.90251621715454
675,-33.90251621715454
676,-33.90251621715454
677,-33.90251621715454
678,-33.90251621715454
679,-33.90251621715454
680,-33.90251621715454
681,-33.90251621715454
682,-33.90251621715454
683,-33.90251621715454
684,-33.90251621715454
685,-33.90251621715454
686,-33.90251621715454
687,-33.90251621715454
688,-33.90251621715454
689,-33.90251621715454
690,-33.90251621715454
691,-33.90251621715454
692,-33.90251621715454
693,-33.90251621715454
694,-33.90251621715454
695,-33.90251621715454
696,-33.90251621715454
697,-33.90251621715454
698,-33.90251621715454
699,-33.90251621715454
700,-33.90251621715454
701,-33.90251621715454
702,-33.90251621715454
703,-33.90251621715454
704,-33.90251621715454
705,-33.90251621715454
706,-33.90251621715454
707,-33.90251621715454
708,-33.90251621715454
709,-33.90251621715454
710,-33.90251621715454
711,-33.90251621715454
712,-33.90251621715454
713,-33.90251621715454
714,-33.90251621715454
715,-33.90251621715454
716,-33.90251621715454
717,-33.90251621715454
718,-33.90251621715454
719,-33.90251621715454
720,-33.90251621715454
721,-33.90251621715454
722,-33.90251621715454
723,-33.90251621715454
724,-33.90251621715454
725,-33.90251621715454
726,-33.90251621715454
727,-33.90251621715454
728,-33.90251621715454
729,-33.90251621715454
730,-33.90251621715454
731,-33.90251621715454
732,-33.90251621715454
733,-33.90251621715454
734,-33.90251621715454
735,-33.90251621715454
736,-33.90251621715454
737,-33.90251621715454
738,-33.90251621715454
739,-33.90251621715454
740,-33.90251621715454
741,-33.90251621715454
742,-33.90251621715454
743,-33.90251621715454
744,-33.90251621715454
745,-33.90251621715454
746,-33.90251621715454
747,-33.90251621715454
748,-33.90251621715454
749,-33.90251621715454
750,-33.90251621715454
751,-33.90251621715454
752,-33.90251621715454
753,-33.90251621715454
754,-33.90251621715454
755,-33.90251621715454
756,-33.90251621715454
757,-33.90251621715454
758,-33.90251621715454
759,-33.90251621715454
760,-33.90251621715454
761,-33.90251621715454
762,-33.90251621715454
763,-33.90251621715454
764,-33.90251621715454
765,-33.90251621715454
766,-33.90251621715454
767,-33.90251621715454
768,-33.90251621715454
769,-33.90251621715454
770,-33.90251621715454
771,-33.90251621715454
772,-33.90251621715454
773,-33.90251621715454
774,-33.90251621715454
775,-33.90251621715454
776,-33.90251621715454
777,-33.90251621715454
778,-33.90251621715454
779,-33.90251621715454
780,-33.90251621715454
781,-33.90251621715454
782,-33.90251621715454
783,-33.90251621715454
784,-33.90251621715454
785,-33.90251621715454
786,-33.90251621715454
787,-33.90251621715454
788,-33.90251621715454
789,-33.90251621715454
790,-33.90251621715454
791,-33.90251621715454
792,-33.90251621715454
793,-33.90251621715454
794,-33.90251621715454
795,-33.90251621715454
796,-33.90251621715454
797,-33.90251621715454
798,-33.90251621715454
799,-33.90251621715454
800,-33.90251621715454
801,-33.90251621715454
802,-33.90251621715454
803,-33.90251621715454
804,-33.90251621715454
805,-33.90251621715454
806,-33.90251621715454
807,-33.90251621715454
808,-33.90251621715454
809,-33.90251621715454
810,-33.90251621715454
811,-33.90251621715454
812,-33.90251621715454
813,-33.90251621715454
814,-33.90251621715454
815,-33.90251621715454
816,-33.90251621715454
817,-33.90251621715454
818,-33.90251621715454
819,-33.90251621715454
820,-33.90251621715454
821,-33.90251621715454
822,-33.90251621715454
823,-33.90251621715454
824,-33.90251621715454
825,-33.90251621715454
826,-33.90251621715454
827,-33.90251621715454
828,-33.90251621715454
829,-33.90251621715454
830,-33.90251621715454
831,-33.90251621715454
832,-33.90251621715454
833,-33.90251621715454
834,-33.90251621715454
835,-33.90251621715454
836,-33.90251621715454
837,-33.90251621715454
838,-33.90251621715454
839,-33.90251621715454
840,-33.90251621715454
841,-33.90251621715454
842,-33.90251621715454
843,-33.90251621715454
844,-33.90251621715454
845,-33.90251621715454
846,-33.90251621715454
847,-33.90251621715454
848,-33.90251621715454
849,-33.90251621715454
850,-33.90251621715454
851,-33.90251621715454
852,-33.90251621715454
853,-33.90251621715454
854,-33.90251621715454
855,-33.90251621715454
856,-33.90251621715454
857,-33.90251621715454
858,-33.90251621715454
859,-33.90251621715454
860,-33.90251621715454
861,-33.90251621715454
862,-33.90251621715454
863,-33.90251621715454
864,-33.90251621715454
865,-33.90251621715454
866,-33.90251621715454
867,-33.90251621715454
868,-33.90251621715454
869,-33.90251621715454
870,-33.90251621715454
871,-33.90251621715454
872,-33.90251621715454
873,-33.90251621715454
874,-33.90251621715454
875,-33.90251621715454
876,-33.90251621715454
877,-33.90251621715454
878,-33.90251621715454
879,-33.90251621715454
880,-33.90251621715454
881,-33.90251621715454
882,-33.90251621715454
883,-33.90251621715454
884,-33.90251621715454
885,-33.90251621715454
886,-33.90251621715454
887,-33.90251621715454
888,-33.90251621715454
889,-33.90251621715454
890,-33.90251621715454
891,-33.90251621715454
892,-33.90251621715454
893,-33.90251621715454
894,-33.90251621715454
895,-33.90251621715454
896,-33.90251621715454
897,-33.90251621715454
898,-33.90251621715454
899,-33.90251621715454
900,-33.90251621715454
901,-33.90251621715454
902,-33.90251621715454
903,-33.90251621715454
904,-33.90251621715454
905,-33.90251621715454
906,-33.90251621715454
907,-33.90251621715454
908,-33.90251621715454
909,-33.90251621715454
910,-33.90251621715454
911,-33.90251621715454
912,-33.90251621715454
913,-33.90251621715454
914,-33.90251621715454
915,-33.90251621715454
916,-33.90251621715454
917,-33.90251621715454
918,-33.90251621715454
919,-33.90251621715454
920,-33.90251621715454
921,-33.90251621715454
922,-33.90251621715454
923,-33.90251621715454
924,-33.90251621715454
925,-33.90251621715454
926,-33.90251621715454
927,-33.90251621715454
928,-33.90251621715454
929,-33.90251621715454
930,-33.90251621715454
931,-33.90251621715454
932,-33.90251621715454
933,-33.90251621715454
934,-33.90251621715454
935,-33.90251621715454
936,-33.90251621715454
937,-33.90251621715454
938,-33.90251621715454
939,-33.90251621715454
940,-33.90251621715454
941,-33.90251621715454
942,-33.90251621715454
943,-33.90251621715454
944,-33.90251621715454
945,-33.90251621715454
946,-33.90251621715454
947,-33.90251621715454
948,-33.90251621715454
949,-33.90251621715454
950,-33.90251621715454
951,-33.90251621715454
952,-33.90251621715454
953,-33.90251621715454
954,-33.90251621715454
955,-33.90251621715454
956,-33.90251621715454
957,-33.90251621715454
958,-33.90251621715454
959,-33.90251621715454
960,-33.90251621715454
961,-33.90251621715454
962,-33.90251621715454
963,-33.90251621715454
964,-33.90251621715454
965,-33.90251621715454
966,-33.90251621715454
967,-33.90251621715454
968,-33.90251621715454
969,-33.90251621715454
970,-33.90251621715454
971,-33.90251621715454
972,-33.90251621715454
973,-33.90251621715454
974,-33.90251621715454
975,-33.90251621715454
976,-33.90251621715454
977,-33.90251621715454
978,-33.90251621715454
979,-33.90251621715454
980,-33.90251621715454
981,-33.90251621715454
982,-33.90251621715454
983,-33.90251621715454
984,-33.90251621715454
985,-33.90251621715454
986,-33.90251621715454
987,-33.90251621715454
988,-33.90251621715454
989,-33.90251621715454
990,-33.90251621715454
991,-33.90251621715454
992,-33.90251621715454
993,-33.90251621715454
994,-33.90251621715454
995,-33.90251621715454
996,-33.90251621715454
997,-33.90251621715454
998,-33.90251621715454
999,-33.90251621715454
1000,-33.90251621715454
1001,-33.90251621715454
1002,-33.90251621715454
1003,-33.90251621715454
1004,-33.90251621715454
1005,-33.90251621715454
1006,-33.90251621715454
1007,-33.90251621715454
1008,-33.90251621715454
1009,-33.90251621715454
1010,-33.90251621715454
1011,-33.90251621715454
1012,-33.90251621715454
1013,-33.90251621715454
1014,-33.90251621715454
1015,-33.90251621715454
1016,-33.90251621715454
1017,-33.90251621715454
1018,-33.90251621715454
1019,-33.90251621715454
1020,-33.90251621715454
1021,-33.90251621715454
1022,-33.90251621715454
1023,-33.90251621715454
1024,-33.90251621715454
1025,-33.90251621715454
1026,-33.90251621715454
1027,-33.90251621715454
1028,-33.90251621715454
1029,-33.90251621715454
1030,-33.90251621715454
1031,-33.90251621715454
1032,-33.90251621715454
1033,-33.90251621715454
1034,-33.90251621715454
1035,-33.90251621715454
1036,-33.90251621715454
1037,-33.90251621715454
1038,-33.90251621715454
1039,-33.90251621715454
1040,-33.90251621715454
1041,-33.90251621715454
1042,-33.90251621715454
1043,-33.90251621715454
1044,-33.90251621715454
1045,-33.90251621715454
1046,-33.90251621715454
1047,-33.90251621715454
1048,-33.90251621715454
1049,-33.90251621715454
1050,-33.90251621715454
1051,-33.90251621715454
1052,-33.90251621715454
1053,-33.90251621715454
1054,-33.90251621715454
1055,-33.90251621715454
1056,-33.90251621715454
1057,-33.90251621715454
1058,-33.90251621715454
1059,-33.90251621715454
1060,-33.90251621715454
1061,-33.90251621715454
1062,-33.90251621715454
1063,-33.90251621715454
1064,-33.90251621715454
1065,-33.90251621715454
1066,-33.90251621715454
1067,-33.90251621715454
1068,-33.90251621715454
1069,-33.90251621715454
1070,-33.90251621715454
1071,-33.90251621715454
1072,-33.90251621715454
1073,-33.90251621715454
1074,-33.90251621715454
1075,-33.90251621715454
1076,-33.90251621715454
1077,-33.90251621715454
1078,-33.90251621715454
1079,-33.90251621715454
1080,-33.90251621715454
1081,-33.90251621715454
1082,-33.90251621715454
1083,-33.90251621715454
1084,-33.90251621715454
1085,-33.90251621715454
1086,-33.90251621715454
1087,-33.90251621715454
1088,-33.90251621715454
1089,-33.90251621715454
1090,-33.90251621715454
1091,-33.90251621715454
1092,-33.90251621715454
1093,-33.90251621715454
1094,-33.90251621715454
1095,-33.90251621715454
1096,-33.90251621715454
1097,-33.90251621715454
1098,-33.90251621715454
1099,-33.90251621715454
1100,-33.90251621715454
1101,-33.90251621715454
1102,-33.90251621715454
1103,-33.90251621715454
1104,-33.90251621715454
1105,-33.90251621715454
1106,-33.90251621715454
1107,-33.90251621715454
1108,-33.90251621715454
1109,-33.90251621715454
1110,-33.90251621715454
1111,-33.90251621715454
1112,-33.90251621715454
1113,-33.90251621715454
1114,-33.90251621715454
1115,-33.90251621715454
1116,-33.90251621715454
1117,-33.90251621715454
1118,-33.90251621715454
1119,-33.90251621715454
1120,-33.90251621715454
1121,-33.90251621715454
1122,-33.90251621715454
1123,-33.90251621715454
1124,-33.90251621715454
1125,-33.90251621715454
1126,-33.90251621715454
1127,-33.90251621715454
1128,-33.90251621715454
1129,-33.90251621715454
1130,-33.90251621715454
1131,-33.90251621715454
1132,-33.90251621715454
1133,-33.90251621715454
1134,-33.90251621715454
1135,-33.90251621715454
1136,-33.90251621715454
1137,-33.90251621715454
1138,-33.90251621715454
1139,-33.90251621715454
1140,-33.90251621715454
1141,-33.90251621715454
1142,-33.90251621715454
1143,-33.90251621715454
1144,-33.90251621715454
1145,-33.90251621715454
1146,-33.90251621715454
